formula,actual,predicted,elements,residual
In0.3Al0.7P,2.3,2.294723491,"['In', 'Al', 'P']",0.005276509
In0.3P0.3Ga0.7As0.7,1.67,1.49911712,"['In', 'P', 'Ga', 'As']",0.17088288
In0.5Al0.5P,2.35,2.035754881,"['In', 'Al', 'P']",0.314245119
In0.7Al0.3P,1.9,1.787230201,"['In', 'Al', 'P']",0.112769799
In0.93As0.93Cd0.07Te0.07,0.68,0.621455267,"['In', 'As', 'Cd', 'Te']",0.058544733
In0.95As0.95Cd0.05Te0.05,0.68,0.622229083,"['In', 'As', 'Cd', 'Te']",0.057770917
In2O3,2.8,3.070555603,"['In', 'O']",-0.270555603
In5Se6,0.14,0.751322429,"['In', 'Se']",-0.611322429
InBi2Se4Br,1.21,1.445565825,"['In', 'Bi', 'Se', 'Br']",-0.235565825
InP2Se4,1.29,2.230773825,"['In', 'P', 'Se']",-0.940773825
InSb0.3As0.7,0.11,0.125458098,"['In', 'Sb', 'As']",-0.015458098
InSb0.7As0.3,0.16,0.16367003,"['In', 'Sb', 'As']",-0.00367003
InSb0.8As0.2,0.21,0.192966236,"['In', 'Sb', 'As']",0.017033764
InSb0.99As0.01,0.35,0.246911145,"['In', 'Sb', 'As']",0.103088855
InSb2S4Br,1.8,1.756394669,"['In', 'Sb', 'S', 'Br']",0.043605331
InSn2As2Se,0.2,0.28536929,"['In', 'Sn', 'As', 'Se']",-0.08536929
IrSe2,0.95,0.745123068,"['Ir', 'Se']",0.204876932
K1.83Cd1.83Bi2.17S6,1.37,1.856758792,"['K', 'Cd', 'Bi', 'S']",-0.486758792
K2AgIn3Se6,1.64,1.898567036,"['K', 'Ag', 'In', 'Se']",-0.258567036
K2Au2Sn2S6,2.3,2.378882552,"['K', 'Au', 'Sn', 'S']",-0.078882552
K2Cd3S4,2.75,2.642638898,"['K', 'Cd', 'S']",0.107361102
K2Cd3Te4,2.26,2.020532241,"['K', 'Cd', 'Te']",0.239467759
K2Dy2Ti3O10,3.38,3.357157823,"['K', 'Dy', 'Ti', 'O']",0.022842177
K2Hg3S1.03Se2.97,2.11,2.225526772,"['K', 'Hg', 'S', 'Se']",-0.115526772
K2La2Ti3O10,3.05,3.844267606,"['K', 'La', 'Ti', 'O']",-0.794267606
K2MnSnSe4,1.7,1.654285782,"['K', 'Mn', 'Sn', 'Se']",0.045714218
K2P2Se6,2.08,2.298949628,"['K', 'P', 'Se']",-0.218949628
K2PbGe2S6,2.85,2.709113549,"['K', 'Pb', 'Ge', 'S']",0.140886451
K2PdSe10,1.48,1.602686602,"['K', 'Pd', 'Se']",-0.122686602
K2ReH9,5.71,3.609996807,"['K', 'Re', 'H']",2.100003193
K2S,2.1,2.804763817,"['K', 'S']",-0.704763817
K2ZnSn2Se6,1.71,2.117475978,"['K', 'Zn', 'Sn', 'Se']",-0.407475978
K3Cr2P3S12,1.35,1.806622409,"['K', 'Cr', 'P', 'S']",-0.456622409
K3Cu3Th2S7,2.49,2.260443037,"['K', 'Cu', 'Th', 'S']",0.229556963
K3NaSn3Se8,2.2,1.957418763,"['K', 'Na', 'Sn', 'Se']",0.242581237
K4Ag9Sb4S12,2,1.93738362,"['K', 'Ag', 'Sb', 'S']",0.06261638
K4Hf3Se14,2.02,1.333974001,"['K', 'Hf', 'Se']",0.686025999
K5In3P6Se19,2.2,2.151582803,"['K', 'In', 'P', 'Se']",0.048417197
K6Cd4Sn3Se13,2.33,2.280006732,"['K', 'Cd', 'Sn', 'Se']",0.049993268
KAg2AsS3,2.25,2.129568682,"['K', 'Ag', 'As', 'S']",0.120431318
KAg2PS4,3.02,2.348975849,"['K', 'Ag', 'P', 'S']",0.671024151
KAuI4O12,2.75,2.624849298,"['K', 'Au', 'I', 'O']",0.125150702
KBi3S5,1.21,1.182801598,"['K', 'Bi', 'S']",0.027198402
KBiSe2,0.66,0.944556368,"['K', 'Bi', 'Se']",-0.284556368
KBr,7.6,6.814790711,"['K', 'Br']",0.785209289
KCl,8.5,8.218198948,"['K', 'Cl']",0.281801052
KCu4AsS4,1.9,1.800689185,"['K', 'Cu', 'As', 'S']",0.099310815
KFe2BiO5,1.76,2.343166759,"['K', 'Fe', 'Bi', 'O']",-0.583166759
KGaSnSe4,1.73,2.020367544,"['K', 'Ga', 'Sn', 'Se']",-0.290367544
KInGeS4,3.1,2.868892459,"['K', 'In', 'Ge', 'S']",0.231107541
KInTe2O6,4,3.660501446,"['K', 'In', 'Te', 'O']",0.339498554
KNbSe2O7,4,3.86220561,"['K', 'Nb', 'Se', 'O']",0.13779439
KSbS2O8,4.64,3.818290739,"['K', 'Sb', 'S', 'O']",0.821709261
KSm2CuS4,2.17,1.796195046,"['K', 'Sm', 'Cu', 'S']",0.373804954
KTa3Te2O12,4.06,3.665280415,"['K', 'Ta', 'Te', 'O']",0.394719585
KTiPO5,3.67,3.506443892,"['K', 'Ti', 'P', 'O']",0.163556108
La10OSe14,2.04,1.891168909,"['La', 'O', 'Se']",0.148831091
La20Mo12O63Cl4,2.4,2.852317807,"['La', 'Mo', 'O', 'Cl']",-0.452317807
La2Ga0.33SbS5,1.76,1.67434341,"['La', 'Ga', 'Sb', 'S']",0.08565659
La2MoO5,0.745,2.701681345,"['La', 'Mo', 'O']",-1.956681345
La2YbCuS5,1.45,1.70123211,"['La', 'Yb', 'Cu', 'S']",-0.25123211
La3InGe0.5S7,2.61,2.144015812,"['La', 'In', 'Ge', 'S']",0.465984188
La3Sb0.33SiSe7,1.75,1.625912349,"['La', 'Sb', 'Si', 'Se']",0.124087651
La8Sb2S15,2.3,2.222165004,"['La', 'Sb', 'S']",0.077834996
LaBeB3O7,5.65,6.231128601,"['La', 'Be', 'B', 'O']",-0.581128601
LaGaO3,4.4,4.976237361,"['La', 'Ga', 'O']",-0.576237361
LaNbON2,1.7,2.460217064,"['La', 'Nb', 'O', 'N']",-0.760217064
LaP,0.54,1.317949898,"['La', 'P']",-0.777949898
LaS1.86Se0.14,2.5,2.306959558,"['La', 'S', 'Se']",0.193040442
Li2FeGeS4,1.42,2.383824317,"['Li', 'Fe', 'Ge', 'S']",-0.963824317
Li2HgGe,0.93,0.978034306,"['Li', 'Hg', 'Ge']",-0.048034306
Li2HgSiS4,2.68,2.746704849,"['Li', 'Hg', 'Si', 'S']",-0.066704849
Li2HgSnS4,2.32,2.388571605,"['Li', 'Hg', 'Sn', 'S']",-0.068571605
Li2In2GeS6,3.45,2.922365688,"['Li', 'In', 'Ge', 'S']",0.527634312
Li2In2SiS6,3.61,3.138758915,"['Li', 'In', 'Si', 'S']",0.471241085
Li2ZnSnSe4,1.87,2.311094709,"['Li', 'Zn', 'Sn', 'Se']",-0.441094709
Li3Bi,0.7,1.050597221,"['Li', 'Bi']",-0.350597221
LiCsCO3,6.19,5.943711952,"['Li', 'Cs', 'C', 'O']",0.246288048
LiF,11.7,11.69450686,"['Li', 'F']",0.005493135
LiGaSe2,3.346666667,3.114360402,"['Li', 'Ga', 'Se']",0.232306264
LiInI4O12,4.27,3.833678216,"['Li', 'In', 'I', 'O']",0.436321784
LiKCO3,6.32,6.366888551,"['Li', 'K', 'C', 'O']",-0.046888551
LiMgN,3.2,2.664701469,"['Li', 'Mg', 'N']",0.535298531
LiNbO3,4.066666667,3.672068982,"['Li', 'Nb', 'O']",0.394597684
LiSbSe2,0.68,1.123665844,"['Li', 'Sb', 'Se']",-0.443665844
LiTaO3,4.1,4.113055387,"['Li', 'Ta', 'O']",-0.013055387
Mg2Si,2.27,1.5500649,"['Mg', 'Si']",0.7199351
Mg3N2,2.8,3.151089583,"['Mg', 'N']",-0.351089583
Mg3P2,1.4,2.520920223,"['Mg', 'P']",-1.120920223
Mg3Sb2,0.81,1.022093411,"['Mg', 'Sb']",-0.212093411
Mg5B3O9F,5.63,7.087701491,"['Mg', 'B', 'O', 'F']",-1.457701491
MgF2,11.1,9.784490683,"['Mg', 'F']",1.315509317
MnSe,2.5,1.342053,"['Mn', 'Se']",1.157947
Na2BaGeS4,3.7,3.056976531,"['Na', 'Ba', 'Ge', 'S']",0.643023469
Na2BaSnSe4,2.46,2.558688711,"['Na', 'Ba', 'Sn', 'Se']",-0.098688711
Na2Ga2SnS6,2.245,2.704017586,"['Na', 'Ga', 'Sn', 'S']",-0.459017586
Na2Ge2Se5,2.38,2.579930096,"['Na', 'Ge', 'Se']",-0.199930096
Na2Nb4Se4O19,3.56,3.309348037,"['Na', 'Nb', 'Se', 'O']",0.250651963
Na2S,2.4,2.875880229,"['Na', 'S']",-0.475880229
Na2TeS3,2.35,2.284379175,"['Na', 'Te', 'S']",0.065620825
Na3MoO4Cl,4.69,4.581701871,"['Na', 'Mo', 'O', 'Cl']",0.108298129
Na3Sb,1.09,0.962601923,"['Na', 'Sb']",0.127398077
Na3Sn2F6Cl,3.88,6.085294693,"['Na', 'Sn', 'F', 'Cl']",-2.205294693
Na5GdMo4O16,3.376,3.764232599,"['Na', 'Gd', 'Mo', 'O']",-0.388232599
NaBaB5O9,4.78,6.567883164,"['Na', 'Ba', 'B', 'O']",-1.787883164
NaBiSe2,0.316666667,0.732553647,"['Na', 'Bi', 'Se']",-0.41588698
NaF,10.5,10.41657696,"['Na', 'F']",0.083423037
NaInI4O12,4.25,3.899606253,"['Na', 'In', 'I', 'O']",0.350393747
NaInTe2O6,4,3.657704429,"['Na', 'In', 'Te', 'O']",0.342295571
NaNbSe2O7,3.725,3.624716317,"['Na', 'Nb', 'Se', 'O']",0.100283683
NaSbF6,3.76,6.564185503,"['Na', 'Sb', 'F']",-2.804185503
NaYbP2S6,1.85,2.491283007,"['Na', 'Yb', 'P', 'S']",-0.641283007
NbIrSn,0.28,0.626612439,"['Nb', 'Ir', 'Sn']",-0.346612439
Nd10OSe14,1.98,2.007260863,"['Nd', 'O', 'Se']",-0.027260863
Nd2S3,2.65,2.365484341,"['Nd', 'S']",0.284515659
NdCuOTe,2.26,2.286515312,"['Nd', 'Cu', 'O', 'Te']",-0.026515312
NdFMoO4,3.66,3.641997831,"['Nd', 'F', 'Mo', 'O']",0.018002169
NdIn3S6,1.15,1.101297307,"['Nd', 'In', 'S']",0.048702693
Ni2InVO6,1.92,1.85386038,"['Ni', 'In', 'V', 'O']",0.06613962
Ni2Te3O8,3.84,2.727327408,"['Ni', 'Te', 'O']",1.112672592
NiTe,0.23,0.679274893,"['Ni', 'Te']",-0.449274893
OsAs2,0.91,0.931311606,"['Os', 'As']",-0.021311606
OsSbTe,0.05,0.303481582,"['Os', 'Sb', 'Te']",-0.253481582
Pb0.01Sn0.99Te,0.28,0.27506358,"['Pb', 'Sn', 'Te']",0.00493642
Pb0.72Se0.72Sn0.28Te0.28,0.12,0.042516556,"['Pb', 'Se', 'Sn', 'Te']",0.077483444
Pb0.87Sn0.13Se,0.02,0.13403101,"['Pb', 'Sn', 'Se']",-0.11403101
Pb0.8Se0.8Ge0.2Te0.2,0.36,0.280806128,"['Pb', 'Se', 'Ge', 'Te']",0.079193872
Pb0.8Sn0.2Te,0.095,0.072894469,"['Pb', 'Sn', 'Te']",0.022105531
Pb0.93TeIn0.07,0.32,0.344802158,"['Pb', 'Te', 'In']",-0.024802158
Pb0.95Te0.95Ge0.05S0.05,0.4,0.35797524,"['Pb', 'Te', 'Ge', 'S']",0.04202476
Pb0.97Se0.97Sn0.03Se0.03,0.25,0.193619585,"['Pb', 'Se', 'Sn']",0.056380415
Pb0.995TeTl0.005,0.48,0.38107538,"['Pb', 'Te', 'Tl']",0.09892462
Pb0.999TeGa0.001,0.3,0.354895132,"['Pb', 'Te', 'Ga']",-0.054895132
Pb0.99Ge0.01Te,0.32,0.250421,"['Pb', 'Ge', 'Te']",0.069579
Pb0.9Ge0.1Se,0.3,0.340234314,"['Pb', 'Ge', 'Se']",-0.040234314
Pb0.9Se0.9Sn0.1Se0.1,0.24,0.120582961,"['Pb', 'Se', 'Sn']",0.119417039
Pb14B2O14Br6,2.62,2.75025296,"['Pb', 'B', 'O', 'Br']",-0.13025296
Pb2H2P2O6,3.97,4.176536899,"['Pb', 'H', 'P', 'O']",-0.206536899
Pb2V3Se5O18,3.14,3.182522836,"['Pb', 'V', 'Se', 'O']",-0.042522836
Pb3O4,2.12,2.255338878,"['Pb', 'O']",-0.135338878
Pb4Ga5GeSe12,1.91,1.619097345,"['Pb', 'Ga', 'Ge', 'Se']",0.290902655
Pb6B4O13H2,3.24,3.650681578,"['Pb', 'B', 'O', 'H']",-0.410681578
PbO2,1.61,2.842437802,"['Pb', 'O']",-1.232437802
PbSe,0.239916667,0.369774863,"['Pb', 'Se']",-0.129858196
PbSe0.5S0.5,0.325,0.348891659,"['Pb', 'Se', 'S']",-0.023891659
PdI2O6,1.31,2.302584964,"['Pd', 'I', 'O']",-0.992584964
Pr10OSe14,1.89,2.053625133,"['Pr', 'O', 'Se']",-0.163625133
Pr2Ge2Se7,1.32,1.372067397,"['Pr', 'Ge', 'Se']",-0.052067397
Pr2Se3,1.85,2.016184039,"['Pr', 'Se']",-0.166184039
Pr2YbCuS5,1.25,1.563321108,"['Pr', 'Yb', 'Cu', 'S']",-0.313321108
PrAs,1,0.983082127,"['Pr', 'As']",0.016917873
PrIn3S6,1.14,1.072571142,"['Pr', 'In', 'S']",0.067428858
PrTe2,1.154,0.749475931,"['Pr', 'Te']",0.404524069
Pt0.97S2,0.95,1.049273573,"['Pt', 'S']",-0.099273573
PtPAs,0.4,0.677491788,"['Pt', 'P', 'As']",-0.277491788
PtS2,0.75,1.009035866,"['Pt', 'S']",-0.259035866
PtSe2,0.1,0.481207841,"['Pt', 'Se']",-0.381207841
Rb2Cd3B16O28,4.76,4.988657351,"['Rb', 'Cd', 'B', 'O']",-0.228657351
Rb2Cu2SnS4,2.08,1.55968669,"['Rb', 'Cu', 'Sn', 'S']",0.52031331
Rb2Mo3Se3O16,3.1,3.229091925,"['Rb', 'Mo', 'Se', 'O']",-0.129091925
Rb2Sn3Sb2S10,2.33,2.172873959,"['Rb', 'Sn', 'Sb', 'S']",0.157126041
Rb2Zn3Se4O12,4.9,4.222494635,"['Rb', 'Zn', 'Se', 'O']",0.677505365
Rb3Bi2I9,1.995,1.975396053,"['Rb', 'Bi', 'I']",0.019603947
Rb3ZnB5O10,2.66,4.355054286,"['Rb', 'Zn', 'B', 'O']",-1.695054286
Rb6P3S15,2.3,2.814865492,"['Rb', 'P', 'S']",-0.514865492
RbCuSb2S4,1.6,1.58536093,"['Rb', 'Cu', 'Sb', 'S']",0.01463907
RbH2I3O9,4.07,4.099555054,"['Rb', 'H', 'I', 'O']",-0.029555054
RbH3Se2O6,4.84,5.093442664,"['Rb', 'H', 'Se', 'O']",-0.253442664
RbHgSbTe3,0.2,1.161229868,"['Rb', 'Hg', 'Sb', 'Te']",-0.961229868
RbI,6.185,5.36927814,"['Rb', 'I']",0.81572186
RbInTe3O8,3.9,3.542483162,"['Rb', 'In', 'Te', 'O']",0.357516838
RbMn4Ga5Te12,1.53,1.307741204,"['Rb', 'Mn', 'Ga', 'Te']",0.222258796
RbSbSe2,1.62,1.637210561,"['Rb', 'Sb', 'Se']",-0.017210561
RbSbTe2,0.38,0.96324518,"['Rb', 'Sb', 'Te']",-0.58324518
RbTbSe2,2.5,2.105534284,"['Rb', 'Tb', 'Se']",0.394465716
RbZrPSe6,2,1.955381388,"['Rb', 'Zr', 'P', 'Se']",0.044618612
ReSi2,0.148333333,0.863712376,"['Re', 'Si']",-0.715379042
Rh0.67Se2,0.7,0.819897439,"['Rh', 'Se']",-0.119897439
RhS3,1.5,1.442645644,"['Rh', 'S']",0.057354356
RhSbTe,0.5,0.357163886,"['Rh', 'Sb', 'Te']",0.142836114
Ru2Si3,0.57,0.465619198,"['Ru', 'Si']",0.104380802
RuPS,1.4,1.20685096,"['Ru', 'P', 'S']",0.19314904
Sb2Se3,1.161111111,1.325211512,"['Sb', 'Se']",-0.1641004
Sb2Te3,0.255714286,0.665204372,"['Sb', 'Te']",-0.409490086
SbSI,1.925,1.731056065,"['Sb', 'S', 'I']",0.193943935
ScPdSb,0.23,0.353065366,"['Sc', 'Pd', 'Sb']",-0.123065366
ScTa2O5N,2.67,3.131753035,"['Sc', 'Ta', 'O', 'N']",-0.461753035
Se0.2Te0.8,0.4,0.872097926,"['Se', 'Te']",-0.472097926
Se3Te,1.87,1.455164466,"['Se', 'Te']",0.414835534
SeTe,1.58,1.077059084,"['Se', 'Te']",0.502940916
Si2Te3,2.0925,1.616651005,"['Si', 'Te']",0.475848995
SiSe2,1.73,2.219834278,"['Si', 'Se']",-0.489834278
Sm2Sc3,2.3,0.655854879,"['Sm', 'Sc']",1.644145121
Sm3S3BO3,2.5,3.183573854,"['Sm', 'S', 'B', 'O']",-0.683573854
SmCuOS,2.9,2.71765838,"['Sm', 'Cu', 'O', 'S']",0.18234162
SmS,2.3,1.945421185,"['Sm', 'S']",0.354578815
SmSb2BO8,3.54,3.719615043,"['Sm', 'Sb', 'B', 'O']",-0.179615043
SmSnTe2,0.52,0.478775718,"['Sm', 'Sn', 'Te']",0.041224282
Sn0.5GaZn4.5O7,3,2.774641827,"['Sn', 'Ga', 'Zn', 'O']",0.225358173
Sn2SbS2I3,1.5,1.404781155,"['Sn', 'Sb', 'S', 'I']",0.095218845
Sn3WO6,2.49,2.699870545,"['Sn', 'W', 'O']",-0.209870545
SnGa4S7,3.1,2.516571811,"['Sn', 'Ga', 'S']",0.583428189
SnS0.01Se0.99,0.92,0.826271612,"['Sn', 'S', 'Se']",0.093728388
Sr2ScSbO6,3.57,3.924435402,"['Sr', 'Sc', 'Sb', 'O']",-0.354435402
Sr2TiO4,3.41,3.5389578,"['Sr', 'Ti', 'O']",-0.1289578
Sr4V2Se6O21,2.66,3.363957766,"['Sr', 'V', 'Se', 'O']",-0.703957766
Sr8Ga16Ge30,0.05,0.46338755,"['Sr', 'Ga', 'Ge']",-0.41338755
SrIr4In2Ge4,0.25,0.678682148,"['Sr', 'Ir', 'In', 'Ge']",-0.428682148
SrMgSnSe4,2,2.493938175,"['Sr', 'Mg', 'Sn', 'Se']",-0.493938175
SrPbO3,1.78,3.212494887,"['Sr', 'Pb', 'O']",-1.432494887
SrSnO3,4.1,3.477179358,"['Sr', 'Sn', 'O']",0.622820642
TaGaS2,2.743,1.984821218,"['Ta', 'Ga', 'S']",0.758178782
TaZrN3,1.72,1.967143579,"['Ta', 'Zr', 'N']",-0.247143579
Tb2GeS5,2.1,2.101774058,"['Tb', 'Ge', 'S']",-0.001774058
Tb4GaSbS9,2.44,1.964505336,"['Tb', 'Ga', 'Sb', 'S']",0.475494664
TbClWO4,4.24,3.522468371,"['Tb', 'Cl', 'W', 'O']",0.717531629
TiTlSe2,0.56,0.968592208,"['Ti', 'Tl', 'Se']",-0.408592208
Tl2.35Sb8.65Se14,0.6,0.989742511,"['Tl', 'Sb', 'Se']",-0.389742511
Tl2Au2Sn2Se6,1.2,1.033937965,"['Tl', 'Au', 'Sn', 'Se']",0.166062035
Tl2BiP2S7,1.8,2.37183722,"['Tl', 'Bi', 'P', 'S']",-0.57183722
Tl2Cu2SnS4,1.4,1.362401627,"['Tl', 'Cu', 'Sn', 'S']",0.037598373
Tl2Se,0.37,0.844793294,"['Tl', 'Se']",-0.474793294
Tl2Te3,0.516,0.474495823,"['Tl', 'Te']",0.041504177
Tl3AsSe3,1.3,0.940092292,"['Tl', 'As', 'Se']",0.359907708
Tl3TaS4,2.44,2.106382348,"['Tl', 'Ta', 'S']",0.333617652
Tl4Nb2S11,1.8,1.500522818,"['Tl', 'Nb', 'S']",0.299477182
TlCr5S2Se6,0.75,0.782872808,"['Tl', 'Cr', 'S', 'Se']",-0.032872808
TlCr5S7Se,0.97,0.902874981,"['Tl', 'Cr', 'S', 'Se']",0.067125019
TlCr5SSe7,0.71,0.739185329,"['Tl', 'Cr', 'S', 'Se']",-0.029185329
TlCu3Lu2Se5,2.12,0.894614992,"['Tl', 'Cu', 'Lu', 'Se']",1.225385008
TlInS2,2.3175,1.63689191,"['Tl', 'In', 'S']",0.68060809
TlPS2,1.65,2.236964835,"['Tl', 'P', 'S']",-0.586964835
TlSe,0.763461538,0.855491142,"['Tl', 'Se']",-0.092029604
TlTaS3,0.78,1.93004466,"['Tl', 'Ta', 'S']",-1.15004466
UO,1.5,1.326779732,"['U', 'O']",0.173220268
UP2S7,1.41,2.115815826,"['U', 'P', 'S']",-0.705815826
UP2S9,1.41,2.24146801,"['U', 'P', 'S']",-0.83146801
V3As2O9,0.76,2.326220032,"['V', 'As', 'O']",-1.566220032
VO,0.3,2.575105805,"['V', 'O']",-2.275105805
VTeO5H,2.51,3.484555321,"['V', 'Te', 'O', 'H']",-0.974555321
Y2S3,2.9,2.508472481,"['Y', 'S']",0.391527519
YPdSb,0.27,0.500255713,"['Y', 'Pd', 'Sb']",-0.230255713
YPtSb,0.16,0.575867395,"['Y', 'Pt', 'Sb']",-0.415867395
Yb2O3,5.22,3.698655404,"['Yb', 'O']",1.521344596
YbGa2S4,2.3,2.607781559,"['Yb', 'Ga', 'S']",-0.307781559
Zn0.5Cd0.5Se,2.95,2.716425091,"['Zn', 'Cd', 'Se']",0.233574909
Zn0.5Hg0.5Se,0.675,0.898563251,"['Zn', 'Hg', 'Se']",-0.223563251
Zn0.75Cd0.25Se,3.25,2.999590824,"['Zn', 'Cd', 'Se']",0.250409176
Zn0.85S0.85Ga0.15P0.15,2.65,2.664574353,"['Zn', 'S', 'Ga', 'P']",-0.014574353
Zn0.99S0.99Ga0.01P0.01,3.7,2.849737602,"['Zn', 'S', 'Ga', 'P']",0.850262398
Zn2In2S5,2.696,2.260536429,"['Zn', 'In', 'S']",0.435463571
Zn3As2,0.948888889,0.663094267,"['Zn', 'As']",0.285794622
Zn3In2S6,2.925,2.160602336,"['Zn', 'In', 'S']",0.764397664
Zn4Sb3,1.1,0.55546687,"['Zn', 'Sb']",0.54453313
ZnB12O24H10,4.6,4.437602613,"['Zn', 'B', 'O', 'H']",0.162397387
ZnHg3Se2Cl4,2.23,2.469223652,"['Zn', 'Hg', 'Se', 'Cl']",-0.239223652
ZnIn2Se4,1.955,1.665149224,"['Zn', 'In', 'Se']",0.289850776
ZnSe,2.77513125,2.70482149,"['Zn', 'Se']",0.07030976
ZnYBiO4,1.58,2.943107268,"['Zn', 'Y', 'Bi', 'O']",-1.363107268
Zr3O,0.2,0.799964634,"['Zr', 'O']",-0.599964634
ZrC,0.6,0.883296504,"['Zr', 'C']",-0.283296504
ZrS3,2.225,2.103442205,"['Zr', 'S']",0.121557795
